0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.926791882053171e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01731926700741102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00842847366928882,0.014005429849030289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011373112594686772,0.0,0.021636871455058673,0.0,0.0,0.0,0.11577888909912468,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.3273095100700661,0.0,0.0,0.0,0.0,0.07658623572942379,0.002852385189624002,0.0,3.7854518248689094e-05,0.0,0.0,0.0,0.011347716686448128,0.0,0.1064746216069075,0.05133619205024849,0.01860165375054272,0.00026728924062168136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03233427114649139,0.011373112594686772,0.0,0.0,0.0,7.353513026149126e-06,0.0,0.011026277820068174,0.07961615832256583,0.0007667776330332625,0.0,0.0,0.009177239304763513,0.0038599684946307496,0.0,0.0,0.0,0.0,0.0,0.05102372396168072,0.0,0.0,0.0,0.0,0.060530093057737364,0.0,0.0,0.0,0.038293117864711894,0.0,0.035314764311029194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014188112483461498,0.0,0.0,0.0,0.027948584764696312,0.0,0.02356848709025037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041373565360147295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04909663115495499,0.0,0.0
0.0,0.0,0.0,0.3273095100700661,1.0,0.0,0.0,0.0,0.0,0.18978961725546126,0.007210000403514603,0.0,9.380790796772927e-05,0.0,0.0,0.0,0.028849438248253235,0.0,0.263856520557928,0.13163495201575823,0.047291210736037724,0.0006780154874376352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08193713445742741,0.028633592574174405,0.0,0.0,0.0,1.8429748367094883e-05,0.0,0.027871224342752708,0.20124649914749085,0.001921737097301139,0.0,0.0,0.022388948605447975,0.009791334714011873,0.0,0.0,0.0,0.0,0.0,0.12554337391922488,0.0,0.0,0.0,0.0,0.15520971807502945,0.0,0.0,0.0,0.09489480893274965,0.0,0.08804672974264216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035953594716503626,0.0,0.0,0.0,0.07017868957205993,0.0,0.05906854110709476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10433693690403213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12240766429876604,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20579597084136372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0811514563005731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04950547661735247,0.0,0.0,0.0,0.18406320649780317,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11233974880885361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05195780102223306,0.022818023963303336,0.07749638119954218,0.0,0.0,0.0,0.0,0.04693738744244408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08040415073266659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11115765777146536,0.0,0.0,0.012157628853980274,0.0,0.05355229612652139,0.09416243445541943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13169660655686485,0.0,0.0,0.0,0.0,0.19816542756498373,0.07632574646434927,0.0,0.0,0.0,0.0,0.13929448733624086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09527649188027797,0.0,0.0,0.16166127009813652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08974652981366406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05508778913399165,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.07658623572942379,0.18978961725546126,0.0,0.0,0.0,0.0,1.0,0.004398374627625421,0.0,5.7226393784217315e-05,0.0,0.0,0.0,0.017599255216478097,0.0,0.32192503756027474,0.16060466037493437,0.028849438248253235,0.0004136152496786352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04998477019255159,0.017467581141135717,0.0,0.0,0.0,1.1242847860573767e-05,0.0,0.025503761189634974,0.18415203406169306,0.0017584991457310893,0.0,0.0,0.01365811067602841,0.011946173582932065,0.0,0.0,0.0,0.0,0.0,0.07658623572942379,0.0,0.0,0.0,0.0,0.18936766927483917,0.0,0.0,0.0,0.05788944473563556,0.0,0.05371185582134702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021933061015629213,0.0,0.0,0.0,0.042811671336839795,0.0,0.03603405796893571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06364950212473597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07467333352937625,0.0,0.0
